unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings
47	WATER_MAG_00004	M00596	Dissimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	K00958 (K00394+K00395) (K11180+K11181)	0.333333333	FALSE	K00958	50220	None
48	WATER_MAG_00004	M00144	NADH:quinone oxidoreductase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K00330+(K00331+K00332+K00333,K00331+K13378,K13380)+K00334+K00335+K00336+K00337+K00338+K00339+K00340+(K00341+K00342)+K00343	0.5	FALSE	K00340,K00337,K00334,K00338,K00343,K00335	6816;61268;51440;61269;25070;38633	None
49	WATER_MAG_00004	M00143	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Pathway modules	Energy metabolism	ATP synthesis	K03934+K03935+K03936+K03937+K03938+K03939+K03940+K03941+K03942+K03943-K03944	0.1	FALSE	K03939	20273	None
50	WATER_MAG_00004	M00146	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Pathway modules	Energy metabolism	ATP synthesis	K03945+K03946+K03947+K03948+K03949+K03950+K03951+K03952+K03953+K03954+K03955+K03956+K11352+K11353	0.142857143	FALSE	K11352,K03953	8559;57463	None
51	WATER_MAG_00004	M00149	Succinate dehydrogenase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K00241+(K00242,K18859,K18860)+K00239+K00240	0.75	TRUE	K00242,K00241,K00240	28737;28738;63103	None
52	WATER_MAG_00004	M00151	Cytochrome bc1 complex respiratory unit	Pathway modules	Energy metabolism	ATP synthesis	((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889	0.666666667	FALSE	K00412,K00411	56647;56648	None
53	WATER_MAG_00004	M00152	Cytochrome bc1 complex	Pathway modules	Energy metabolism	ATP synthesis	K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420	0.2	FALSE	K00412,K00411	56647;56648	None
54	WATER_MAG_00004	M00154	Cytochrome c oxidase	Pathway modules	Energy metabolism	ATP synthesis	(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)	0.133333333	FALSE	K02257,K02258	22320;22318	None
55	WATER_MAG_00004	M00155	Cytochrome c oxidase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	K02275+(K02274+K02276,K15408)-K02277	0.5	FALSE	K02275	50603	None
56	WATER_MAG_00004	M00156	Cytochrome c oxidase, cbb3-type	Pathway modules	Energy metabolism	ATP synthesis	((K00404+K00405,K15862)+K00407+K00406)	1	TRUE	K00407,K00406,K00404,K00405	24539;24540;24537;24538	None
57	WATER_MAG_00004	M00157	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110	1	TRUE	K02109,K02111,K02113,K02108,K02112,K02114,K02115,K02110	5676;5675;23209;23210;34831;59341;59342;59340;34832	None
58	WATER_MAG_00004	M00082	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))	0.666666667	FALSE	K00645,K00648	14338;31051	None
59	WATER_MAG_00004	M00083	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))	0.75	TRUE	K00208,K01716,K00059	11702;1080;9845;33939;6726	None
60	WATER_MAG_00004	M00873	Fatty acid biosynthesis in mitochondria, animals	Pathway modules	Lipid metabolism	Fatty acid metabolism	K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512	0.083333333	FALSE	K00645	14338	None
61	WATER_MAG_00004	M00874	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	K11262 K03955+K00645 K09458 K00059 K22541 K07512	0.25	FALSE	K00645,K00059	14338;33939;6726	None
62	WATER_MAG_00004	M00086	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	K01897,K15013	1	TRUE	K01897	33030	None
63	WATER_MAG_00004	M00087	beta-Oxidation	Pathway modules	Lipid metabolism	Fatty acid metabolism	(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)	0.5	FALSE	K00249,K01692	2983;46812;6711;52521	None
64	WATER_MAG_00004	M00104	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	Pathway modules	Lipid metabolism	Sterol biosynthesis	K00489 K12408 K07431 K00251 K00037 K00488 K08748 K01796 K10214 K12405 K08764 K11992	0.083333333	FALSE	K01796	2982	None
65	WATER_MAG_00004	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	Pathway modules	Lipid metabolism	Lipid metabolism	K00626 K01641 K01640 K00019 K01574	0.4	FALSE	K00626,K00019	30246;55103;51585;12556;25659;35194;44304;52438	None
66	WATER_MAG_00004	M00098	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) K01054	0.5	FALSE	K01046	24533	None
67	WATER_MAG_00004	M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	K00981 (K00998,K17103) K01613	0.666666667	FALSE	K00981,K17103	29475;17038	None
68	WATER_MAG_00004	M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))	0.666666667	FALSE	K23265,K01588,K23264,K01945,K00764,K01589,K00602,K01756	18998;15579;18999;19139;7241;55367;61189;36144	None
69	WATER_MAG_00004	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	K01939 K01756 (K00939,K18532,K18533,K00944) (K00940,K00873,K12406)	1	TRUE	K00873,K00939,K01756,K01939	26462;9181;51385;36144;10638;56222	None
70	WATER_MAG_00004	M00050	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	K00088 K01951 K00942 (K00940,K18533,K00873,K12406)	0.5	FALSE	K00873,K01951	26462;9181;9892;61073	None
71	WATER_MAG_00004	M00546	Purine degradation, xanthine => urea	Pathway modules	Nucleotide metabolism	Purine metabolism	(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477	0.5	FALSE	K16842,K07127,K13485	27919;27920;48794;48793;50111	None
72	WATER_MAG_00004	M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)	0.4	FALSE	K00762,K01465	20162;40593;20163	None
73	WATER_MAG_00004	M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K13800,K13809,K09903) (K00940,K18533) K01937	0.333333333	FALSE	K01937	10640	None
74	WATER_MAG_00004	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00524,K00525+K00526,K10807+K10808) (K00940,K18533) (K00527,K21636) K01494 K01520 (K00560,K13998) K00943 K00940	0.3125	FALSE	K00943,K01494,K00525	46825;51658;21320	None
75	WATER_MAG_00004	M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	(K00207,K17722+K17723) K01464 (K01431,K06016)	0.833333333	TRUE	K17722,K06016,K01464	22424;42633;1702;42632	None
76	WATER_MAG_00004	M00020	Serine biosynthesis, glycerate-3P => serine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00058 K00831 (K01079,K02203,K22305)	0.666666667	FALSE	K00831,K01079	5224;64919	None
77	WATER_MAG_00004	M00018	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733	0.4	FALSE	K00133,K00003	27179;1130;42884	None
78	WATER_MAG_00004	M00555	Betaine biosynthesis, choline => betaine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	(K17755,((K00108,K11440,K00499) (K00130,K14085)))	0.5	FALSE	K00108	29622	None
79	WATER_MAG_00004	M00033	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K00928 K00133 K00836 K06718 K06720	0.2	FALSE	K00133	27179;42884	None
80	WATER_MAG_00004	M00919	Ectoine degradation, ectoine => aspartate	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	K15783 K15784 K15785 K15786	0.25	FALSE	K15783	20711	None
81	WATER_MAG_00004	M00021	Cysteine biosynthesis, serine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00640,K23304) (K01738,K13034,K17069)	0.5	FALSE	K01738	10354	None
82	WATER_MAG_00004	M00609	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K17462 K01243 K07173 K17216 K17217	0.166666667	FALSE	K00789	16716;2541	None
83	WATER_MAG_00004	M00017	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)	0.571428571	FALSE	K14155,K00133,K00003,K00548	17703;27179;1130;42884;24027	None
84	WATER_MAG_00004	M00034	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 K01611 K00797 ((K01243,K01244) K00899,K00772) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)	0.375	FALSE	K00789,K01611,K00797	16716;2541;63012;63013	None
85	WATER_MAG_00004	M00035	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)	0.5	FALSE	K00789,K01251	16716;2541;36598	None
86	WATER_MAG_00004	M00368	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	K00789 (K01762,K20772) K05933	0.333333333	FALSE	K00789	16716;2541	None
87	WATER_MAG_00004	M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01652+(K01653,K11258) K00053 K01687 K00826	0.875	TRUE	K01653,K00826,K00053,K01687	17648;10219;49618;23301	None
88	WATER_MAG_00004	M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K09011 K01703+K01704 K00052	0.5	FALSE	K00052,K01704	37614;37611	None
89	WATER_MAG_00004	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826	0.9	TRUE	K01653,K00826,K00053,K01754,K01687	17648;10219;49618;34813;1082;23301;45760	None
90	WATER_MAG_00004	M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K01649 (K01702,K01703+K01704) K00052	0.5	FALSE	K00052,K01704	37614;37611	None
91	WATER_MAG_00004	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640	0.472222222	FALSE	K01969,K00826,K00249,K00382	3520;10219;2983;64489;1823;6711;52521	None
92	WATER_MAG_00004	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)	0.666666667	FALSE	K00133,K00215,K01439,K01778,K14267,K01714	27179;23507;41760;42884;56441;39727;19752;44309	None
93	WATER_MAG_00004	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586	0.444444444	FALSE	K00133,K00215,K01778,K01714	27179;23507;42884;56441;39727;44309	None
94	WATER_MAG_00004	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)	0.5	FALSE	K00133,K00215,K01714	27179;23507;42884;44309	None
95	WATER_MAG_00004	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)	0.571428571	FALSE	K00133,K00215,K01778,K01714	27179;23507;42884;56441;39727;44309	None
96	WATER_MAG_00004	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290	0.125	FALSE	K00290	33737;56121	None
97	WATER_MAG_00004	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)	0.277777778	FALSE	K00658,K00382,K00252	20371;64489;1823;32042	None
98	WATER_MAG_00004	M00028	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)	0.6	FALSE	K01438,K00145,K00930	47956;61919;59121	None
99	WATER_MAG_00004	M00844	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00611 K01940 (K01755,K14681)	0.666666667	FALSE	K01940,K00611	41998;59304	None
100	WATER_MAG_00004	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K22478 K00145 K00821 K09065 K01438 K01940 K01755	0.428571429	FALSE	K01940,K01438,K00145	41998;47956;61919	None
101	WATER_MAG_00004	M00029	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K01948 K00611 K01940 (K01755,K14681) K01476	0.6	FALSE	K01940,K01476,K00611	41998;53639;59304	None
102	WATER_MAG_00004	M00015	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	((K00931 K00147),K12657) K00286	0.5	FALSE	K00286	19863;22595	None
103	WATER_MAG_00004	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	(K01583,K01584,K01585,K02626) K01480 K01611 K00797	1	TRUE	K01480,K01611,K00797,K01583	23034;63012;63013;62026;48343;33736	None
104	WATER_MAG_00004	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K01476 K01581	1	TRUE	K01476,K01581	53639;35051	None
105	WATER_MAG_00004	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K09470 K09471 K09472 K09473	0.25	FALSE	K09471	10045;32626;52041	None
106	WATER_MAG_00004	M00026	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)	0.357142857	FALSE	K00817,K01814,K02500	47660;55676;55677	None
107	WATER_MAG_00004	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	Pathway modules	Amino acid metabolism	Histidine metabolism	K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))	0.2	FALSE	K01458	16264;9180;16265	None
108	WATER_MAG_00004	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736	0.571428571	FALSE	K00800,K00014,K01736,K03786	5053;14955;5433;64222;47020	None
109	WATER_MAG_00004	M00023	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)	0.375	FALSE	K01696,K01817	36055;36054	None
110	WATER_MAG_00004	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)	0.333333333	FALSE	K01713,K04518	63926;37104	None
111	WATER_MAG_00004	M00044	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)	0.6	FALSE	K00451,K01800,K01555	21742;21740;63256;45904;45905;61539	None
112	WATER_MAG_00004	M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	K00455 K00151 K01826 K05921	0.25	FALSE	K01826	9179;35542	None
113	WATER_MAG_00004	M00027	GABA (gamma-Aminobutyrate) shunt	Pathway modules	Amino acid metabolism	Other amino acid metabolism	K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)	0.333333333	FALSE	K07250	48297	None
114	WATER_MAG_00004	M00118	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	(K11204+K11205,K01919) (K21456,K01920)	1	TRUE	K01920,K01919	21535;51997	None
115	WATER_MAG_00004	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 K02535 K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K02560	0.666666667	FALSE	K02527,K00677,K02535,K02536,K09949,K00748	6211;24924;40332;55789;41305;41306	None
116	WATER_MAG_00004	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778	0.666666667	FALSE	K02527,K00677,K02535,K02536,K09949,K00748	6211;24924;40332;55789;41305;41306	None
117	WATER_MAG_00004	M00063	CMP-KDO biosynthesis	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K06041 K01627 K03270 K00979	0.5	FALSE	K00979,K01627	31866;46413	None
118	WATER_MAG_00004	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946	0.214285714	FALSE	K03149,K03154	36683;36682	None
